,imdb_id,budget,revenue
2687,tt11006500,250000,82480
2688,tt11249422,500000,5633
2689,tt9249886,1500000,159915
2690,tt9648868,193580,7365
2691,tt10915106,400000,26953
2692,tt8377822,250000,3118
2693,tt8710194,750000,2263
2694,tt10534962,260000,161805
2695,tt10665470,1000000,691996
2696,tt9916428,10000000,4408165
2697,tt8790606,2000000,22402
2698,tt11166646,450,1698
2699,tt9878242,30000000,105932
2700,tt9857522,1000000,25618
2701,tt10521708,10000000,508781
2702,tt10650338,25000000,2547
2703,tt9351220,50000000,15800
2704,tt5784434,15000000,2127425
2705,tt9431740,658000,40093
2706,tt10541670,60000,1833
2707,tt6916502,3000000,374793
2708,tt7287656,1500000,34417
2709,tt9825006,3850000,119894
2710,tt9538710,450000,12502
2711,tt8207768,2000000,10248
2712,tt9648372,425406,1368
2713,tt0479943,250000,27073
2714,tt10233050,3000000,43598
2715,tt9695764,9000,30389
2716,tt3797888,55000000,16065
2717,tt10446930,1000000,274700
2718,tt7172612,180000000,142748
2719,tt9808564,50000000,29319
2720,tt9857480,3310000,409
2721,tt3064338,80000,5498
2722,tt9767586,800000,50852
2723,tt1754650,7800000,4237
2724,tt10752470,30000,7659
2725,tt9886872,30000000,2568
2726,tt10602144,950000,5514
2727,tt10183542,2,471182
2728,tt9176136,986000,36721
2729,tt6587640,90000000,34030760
2730,tt12745164,17000000,3288318
2731,tt3547306,6500000,864928
2732,tt3833480,18000000,2011158
2733,tt10081762,36000000,98157
2734,tt10308928,23000000,638221
2735,tt11140488,2000000,185026
2736,tt9779516,12000000,15756972
2737,tt12139700,8000000,237312
2738,tt2420124,6000000,144564
2739,tt8976664,3300000,6292780
2740,tt9214832,10000000,25645440
2741,tt9537888,6000000,968233
2742,tt9086228,5000000,22051055
2743,tt8200456,2400000,5222322
2744,tt10816484,2500000,3486375
2745,tt7798646,16000000,20690779
2746,tt9362276,350000000,46834
2747,tt11759906,800000,657239
2748,tt9733094,1,149937
2749,tt12145322,450000,14465
2750,tt5616176,15000000,1308559
2751,tt6393296,1600000,46296
2752,tt8305852,25000000,65852
2753,tt8006374,70000000,1230184
2754,tt9648886,1500000,3203320
2755,tt5717194,5000000,49104
2756,tt10702006,1000000,10064
2757,tt6659936,1000000,27913
2758,tt10251538,8500000,9330351
2759,tt7263040,900000,396624
2760,tt10814876,1200000,3757
2761,tt10937670,2000000,3691574
2762,tt10123698,4800000,659027
2763,tt7095476,10000000,36404
2764,tt9482230,3000000,23588
2765,tt9665968,5200000,2590629
2766,tt5556054,5000000,586808
2767,tt9014656,10000000,233325
2768,tt8048384,4200000,2611801
2769,tt5761986,2500000,18004
2770,tt9392248,8000000,7034747
2771,tt7541838,1000000,5745
2772,tt8362736,500000,32229
2773,tt8108274,21500000,45221814
2774,tt7766886,3300000,2535002
2775,tt10746876,54,1975973
2776,tt7159566,250000,37483
2777,tt9366994,3000000,10084
2778,tt11199356,250000000,4997080
2779,tt6818118,2500000,29001
2780,tt12491064,6500000000,4751103
2781,tt11013434,3570000,6275520
2782,tt11681730,1000000,71333
2783,tt11296058,5993000,368098
2784,tt10993566,65000,2663916
2785,tt8954954,1000000,368991
2786,tt9101178,100000,2329
2787,tt8386958,12300000,10263
2788,tt10715104,3000000,389470
2789,tt11231440,50000000,11336
2790,tt10798072,1500000,1160718
2791,tt9845110,2400000,198350
2792,tt11900404,365000,2894447
2793,tt10895828,80000000,3688995
2794,tt8291918,120000000,644262
2795,tt10930586,280000000,1109387
2796,tt10750020,550000000,114121
2797,tt5788218,275000,20265
2798,tt6824530,1000000,1851
2799,tt9681728,621822,13939
2800,tt9719864,8000000,287349
2801,tt8571674,2000000,425244
2802,tt9079080,310000,294102
2803,tt10785310,300000,116720
2804,tt8471116,305000,2108
2805,tt13017046,250000,62272
2806,tt10233406,7999617,8859185
2807,tt10338808,1300000,86730
2808,tt9701934,772,139456
2809,tt11908062,1000000,9984
2810,tt10288320,1000000,259621
2811,tt11402054,60000000,251997
2812,tt4196110,2000000,27453
2813,tt9310604,245000,602
2814,tt8031054,1500000,117400
2815,tt11364376,0,6308
2816,tt11192054,2000000,544343
2817,tt11481432,2000000,1635
2818,tt10370822,116630000,2342
2819,tt8205656,40000000,233284
2820,tt12235234,124000000,11324
2821,tt10963790,3000000,10386
2822,tt10438500,1000000,27052
2823,tt9164788,2500000,38004
2824,tt5283934,2707000,58444
2825,tt10692622,300,29451
2826,tt7811018,2500000,2154
2827,tt7823938,0,4128
2828,tt10101782,35000000,734107
2829,tt12441410,600000,28351
2830,tt12753454,1300,751834
2831,tt12564514,354000000,65818
2832,tt10157810,21000000,1020756
2833,tt9861288,4200000,1227428
2834,tt9239802,10000000,3885
2835,tt12573294,2000000,17163
2836,tt12519206,1,25488
2837,tt9081510,4000000,3002045
2838,tt12661060,50000,49033
2839,tt11985684,200000,40534
